Command	Test program	Args	Test type	time - real	time - user	time - sys	/usr/bin/time - Command being timed	/usr/bin/time - User time (seconds)	/usr/bin/time - System time (seconds)	/usr/bin/time - Percent of CPU this job got	/usr/bin/time - Elapsed (wall clock) time (h:mm:ss or m:ss)	/usr/bin/time - Average shared text size (kbytes)	/usr/bin/time - Average unshared data size (kbytes)	/usr/bin/time - Average stack size (kbytes)	/usr/bin/time - Average total size (kbytes)	/usr/bin/time - Maximum resident set size (kbytes)	/usr/bin/time - Average resident set size (kbytes)	/usr/bin/time - Major (requiring I/O) page faults	/usr/bin/time - Minor (reclaiming a frame) page faults	/usr/bin/time - Voluntary context switches	/usr/bin/time - Involuntary context switches	/usr/bin/time - Swaps	/usr/bin/time - File system inputs	/usr/bin/time - File system outputs	/usr/bin/time - Socket messages sent	/usr/bin/time - Socket messages received	/usr/bin/time - Signals delivered	/usr/bin/time - Page size (bytes)	/usr/bin/time - Exit status	date +%s%N -  nanoseconds	date +%s%N -  picoseconds	date +%s%N -  miliseconds	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction,uname,arch_prctl,mmap,execve,rseq,rt_sigprocmask,prlimit64,brk,ioctl,mprotect,set_robust_list,write,munmap,readlink,futex,madvise,clone3,set_tid_address,getrandom,newfstatat,exit_group,exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	speed	0m4.662s	0m54.272s	0m0.005s	/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --seccomp-syscalls rt_sigaction.uname.arch_prctl.mmap.execve.rseq.rt_sigprocmask.prlimit64.brk.ioctl.mprotect.set_robust_list.write.munmap.readlink.futex.madvise.clone3.set_tid_address.getrandom.newfstatat.exit_group.exit --pivot-root /media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir /fibonnaci_multi.exe 999999999 12	54.29	0.02	1165%	0:04.66	0	0	0	0	1580	0	0	201	44	1724	0	0	0	0	0	0	4096	0	4669498920ns 	4669498us 	4669ms	




Command	Test program	Args	Test type	syscalls	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/return_0.exe	return_0.exe		syscall	mprotect brk execve uname readlink arch_prctl set_tid_address set_robust_list prlimit64 getrandom rseq	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_single_thread_no_op_loop.exe 1000000	cpu_single_thread_no_op_loop.exe	1000000	syscall	write mprotect brk ioctl execve uname readlink arch_prctl futex set_tid_address newfstatat set_robust_list prlimit64 getrandom rseq	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number.exe 919393	prime_number.exe	919393	syscall	write mprotect brk ioctl execve uname readlink arch_prctl futex set_tid_address newfstatat set_robust_list prlimit64 getrandom rseq	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number.exe 2147483647	prime_number.exe	2147483647	syscall	write mprotect brk ioctl execve uname readlink arch_prctl futex set_tid_address newfstatat set_robust_list prlimit64 getrandom rseq	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/matrix_addition_single_multi.exe 10000 10 1 multi	matrix_addition_single_multi.exe	10000 10 1 multi	syscall	write mmap mprotect munmap brk rt_sigaction rt_sigprocmask ioctl madvise execve uname readlink arch_prctl futex set_tid_address newfstatat set_robust_list prlimit64 getrandom rseq clone3	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/cpu_multi_thread_no_op_loop.exe 1000000000 12	cpu_multi_thread_no_op_loop.exe	1000000000 12	syscall	futex clone3 rt_sigprocmask set_robust_list rseq mprotect mmap write munmap brk rt_sigaction ioctl madvise execve uname readlink arch_prctl set_tid_address newfstatat prlimit64 getrandom	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/prime_number_multi.exe 2147483647 12	prime_number_multi.exe	2147483647 12	syscall	futex mmap mprotect munmap brk rt_sigaction rt_sigprocmask madvise execve uname readlink arch_prctl set_tid_address set_robust_list prlimit64 getrandom rseq clone3	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/site_testes_pequenos_performance/C_CPP_Benchmarks/executable_dir/fibonnaci_multi.exe 999999999 12	fibonnaci_multi.exe	999999999 12	syscall	mmap mprotect munmap brk rt_sigaction rt_sigprocmask madvise execve uname readlink arch_prctl futex set_tid_address set_robust_list prlimit64 getrandom rseq clone3	




Command	Test program	Args	Test type	capsh - Current	capsh - Bounding set	capsh - Ambient set	capsh - Current IAB	capsh - Securebits	capsh - secure-noroot	capsh - secure-no-suid-fixup	capsh - secure-keep-caps	capsh - secure-no-ambient-raise	capsh - uid	capsh - euid	capsh - gid	capsh - groups	capsh - Guessed mode	
unshare -muinpUCT --fork --map-root-user setpriv --nnp --securebits +noroot,+noroot_locked,+no_setuid_fixup_locked,+keep_caps_locked capsh --print	capsh	--print	security		cap_chown cap_dac_override cap_dac_read_search cap_fowner cap_fsetid cap_kill cap_setgid cap_setuid cap_setpcap cap_linux_immutable cap_net_bind_service cap_net_broadcast cap_net_admin cap_net_raw cap_ipc_lock cap_ipc_owner cap_sys_module cap_sys_rawio cap_sys_chroot cap_sys_ptrace cap_sys_pacct cap_sys_admin cap_sys_boot cap_sys_nice cap_sys_resource cap_sys_time cap_sys_tty_config cap_mknod cap_lease cap_audit_write cap_audit_control cap_setfcap cap_mac_override cap_mac_admin cap_syslog cap_wake_alarm cap_block_suspend cap_audit_read cap_perfmon cap_bpf cap_checkpoint_restore			053/0x2b/6b101011	yes (locked)	no (locked)	no (locked)	no (unlocked)	0(root)	0(root)	0(root)	65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 0(root)	UNCERTAIN (0)	
systemd-run --user -P --wait -p NoNewPrivileges=true -p MemoryDenyWriteExecute=true -p PrivateUsers=true -p SecureBits= keep-caps-locked no-setuid-fixup-locked noroot noroot-locked -p CapabilityBoundingSet= -p AmbientCapabilities= capsh --print	capsh	--print	security				!cap_chown !cap_dac_override !cap_dac_read_search !cap_fowner !cap_fsetid !cap_kill !cap_setgid !cap_setuid !cap_setpcap !cap_linux_immutable !cap_net_bind_service !cap_net_broadcast !cap_net_admin !cap_net_raw !cap_ipc_lock !cap_ipc_owner !cap_sys_module !cap_sys_rawio !cap_sys_chroot !cap_sys_ptrace !cap_sys_pacct !cap_sys_admin !cap_sys_boot !cap_sys_nice !cap_sys_resource !cap_sys_time !cap_sys_tty_config !cap_mknod !cap_lease !cap_audit_write !cap_audit_control !cap_setfcap !cap_mac_override !cap_mac_admin !cap_syslog !cap_wake_alarm !cap_block_suspend !cap_audit_read !cap_perfmon !cap_bpf !cap_checkpoint_restore	053/0x2b/6b101011	yes (locked)	no (locked)	no (locked)	no (unlocked)	1000(caioh)	1000(caioh)	1000(caioh)	65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 1000(caioh)	UNCERTAIN (0)	
/media/caioh/EXTERNAL_HDD1/TCC_CAIO/seccomp/exec_program_seccomp --unshare all --fork --host-filesystem --no-seccomp capsh --print	capsh	--print	security				!cap_chown !cap_dac_override !cap_dac_read_search !cap_fowner !cap_fsetid !cap_kill !cap_setgid !cap_setuid !cap_setpcap !cap_linux_immutable !cap_net_bind_service !cap_net_broadcast !cap_net_admin !cap_net_raw !cap_ipc_lock !cap_ipc_owner !cap_sys_module !cap_sys_rawio !cap_sys_chroot !cap_sys_ptrace !cap_sys_pacct !cap_sys_admin !cap_sys_boot !cap_sys_nice !cap_sys_resource !cap_sys_time !cap_sys_tty_config !cap_mknod !cap_lease !cap_audit_write !cap_audit_control !cap_setfcap !cap_mac_override !cap_mac_admin !cap_syslog !cap_wake_alarm !cap_block_suspend !cap_audit_read !cap_perfmon !cap_bpf !cap_checkpoint_restore	0353/0xeb/8b11101011	yes (locked)	no (locked)	no (locked)	yes (locked)	65534(nobody)	65534(nobody)	65534(nogroup)	65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup) 65534(nogroup)	UNCERTAIN (0)	

